event_id,timestamp,firewall_name,action,direction,protocol,source_ip,source_port,destination_ip,destination_port,bytes_sent,bytes_received,duration_sec,country,alert_flag,rule_triggered
FW-200635,2026-05-10 08:22:35,FW-DMZ-03,Allow,Outbound,HTTPS,192.168.3.130,35615,103.52.179.144,80,12529,146143,248,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200841,2026-05-10 08:39:48,FW-DMZ-03,Allow,Outbound,TCP,192.168.5.32,28694,103.32.90.240,53,27734,162058,185,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200586,2026-05-10 08:39:57,FW-CORE-01,Allow,Outbound,DNS,192.168.2.123,1234,103.125.235.91,53,4620,15026,124,USA,None,ALLOW_OUTBOUND_WEB
FW-200685,2026-05-10 08:40:39,FW-EDGE-02,Allow,Outbound,TCP,192.168.1.206,56426,103.125.235.91,8080,38759,26777,167,India,None,ALLOW_OUTBOUND_WEB
FW-201716,2026-05-10 10:00:23,FW-CORE-01,Block,Inbound,TCP,103.76.228.12,36084,192.168.5.24,1433,396,0,0,China,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-201948,2026-05-10 12:26:53,FW-BRANCH-04,Block,Inbound,TCP,222.186.175.12,14848,192.168.5.101,3389,287,189,2,Russia,RDP_BruteForce,ALERT_RDP_BRUTEFORCE
FW-202159,2026-05-10 12:39:31,FW-EDGE-02,Block,Inbound,SSH,103.182.190.55,30294,192.168.5.143,5432,453,0,0,USA,None,BLOCK_INBOUND_DEFAULT
FW-200426,2026-05-10 14:32:31,FW-BRANCH-04,Allow,Outbound,DNS,192.168.4.210,20980,103.92.195.254,8080,28741,108768,266,India,None,ALLOW_OUTBOUND_WEB
FW-200757,2026-05-10 16:59:42,FW-EDGE-02,Allow,Outbound,HTTPS,192.168.4.50,33154,103.182.190.55,53,45282,32442,147,UK,None,ALLOW_OUTBOUND_WEB
FW-200603,2026-05-10 18:10:08,FW-DMZ-03,Allow,Outbound,HTTPS,192.168.1.51,53027,103.162.11.191,443,15527,133039,262,UK,None,ALLOW_OUTBOUND_WEB
FW-200418,2026-05-10 18:24:30,FW-CORE-01,Allow,Outbound,HTTP,192.168.5.48,9910,103.32.90.240,80,20627,169791,190,Singapore,None,ALLOW_OUTBOUND_WEB
FW-201895,2026-05-10 19:54:09,FW-EDGE-02,Block,Inbound,UDP,222.186.175.12,63159,192.168.5.84,135,325,0,0,Iran,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-201982,2026-05-10 21:49:50,FW-CORE-01,Block,Inbound,TCP,198.199.119.148,6200,192.168.5.48,3389,116,86,0,China,RDP_BruteForce,ALERT_RDP_BRUTEFORCE
FW-201973,2026-05-10 22:06:07,FW-EDGE-02,Block,Inbound,TCP,194.165.16.72,39245,192.168.2.158,22,71,147,1,China,SSH_BruteForce,ALERT_SSH_BRUTEFORCE
FW-200016,2026-05-10 22:09:26,FW-BRANCH-04,Allow,Outbound,DNS,192.168.4.204,61002,103.1.16.204,8080,25280,44647,198,UK,None,ALLOW_OUTBOUND_WEB
FW-200838,2026-05-11 03:19:00,FW-DMZ-03,Allow,Outbound,TCP,192.168.1.66,26766,103.125.235.91,8080,35301,59415,200,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200861,2026-05-11 04:04:43,FW-BRANCH-04,Allow,Outbound,HTTP,192.168.3.219,33786,103.138.20.26,8080,32817,14451,68,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200665,2026-05-11 04:38:36,FW-CORE-01,Allow,Outbound,HTTP,192.168.3.171,42833,103.200.67.137,53,31889,94129,30,UK,None,ALLOW_OUTBOUND_WEB
FW-201698,2026-05-11 05:02:08,FW-BRANCH-04,Block,Inbound,UDP,198.199.119.148,63827,192.168.2.144,5432,108,0,0,China,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200222,2026-05-11 05:31:43,FW-EDGE-02,Allow,Outbound,TCP,192.168.5.84,51112,103.180.3.62,8080,43743,103725,215,India,None,ALLOW_OUTBOUND_WEB
FW-200439,2026-05-11 06:34:14,FW-EDGE-02,Allow,Outbound,DNS,192.168.2.245,57541,103.194.232.7,53,29571,151848,70,USA,None,ALLOW_OUTBOUND_WEB
FW-201801,2026-05-11 06:42:50,FW-CORE-01,Block,Inbound,UDP,198.199.119.148,29938,192.168.4.50,139,214,0,0,Russia,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200952,2026-05-11 06:55:03,FW-CORE-01,Allow,Outbound,HTTP,192.168.2.31,6869,103.111.31.66,80,35508,140029,115,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200408,2026-05-11 07:08:09,FW-CORE-01,Allow,Outbound,HTTPS,192.168.2.123,36752,103.194.232.7,80,26842,173849,133,India,None,ALLOW_OUTBOUND_WEB
FW-201965,2026-05-11 07:20:54,FW-DMZ-03,Block,Inbound,TCP,185.220.101.45,4915,192.168.3.2,3389,272,199,3,Romania,RDP_BruteForce,ALERT_RDP_BRUTEFORCE
FW-200036,2026-05-11 09:12:07,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.3.219,36641,103.104.189.36,443,18031,178839,202,India,None,ALLOW_OUTBOUND_WEB
FW-200022,2026-05-11 09:42:40,FW-CORE-01,Allow,Outbound,TCP,192.168.5.143,4831,103.177.126.15,80,47755,94156,250,UK,None,ALLOW_OUTBOUND_WEB
FW-200792,2026-05-11 09:48:16,FW-EDGE-02,Allow,Outbound,TCP,192.168.3.73,35859,103.113.153.181,443,19450,96631,66,Singapore,None,ALLOW_OUTBOUND_WEB
FW-201999,2026-05-11 12:14:48,FW-EDGE-02,Block,Inbound,TCP,194.165.16.72,11473,192.168.1.85,22,148,196,4,Russia,SSH_BruteForce,ALERT_SSH_BRUTEFORCE
FW-200284,2026-05-11 14:14:37,FW-DMZ-03,Allow,Outbound,TCP,192.168.5.84,51161,103.180.3.62,53,16081,102293,2,USA,None,ALLOW_OUTBOUND_WEB
FW-201664,2026-05-11 14:18:08,FW-EDGE-02,Block,Inbound,UDP,222.186.175.12,16751,192.168.4.210,3306,477,0,0,China,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200003,2026-05-11 14:39:44,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.5.215,8133,103.32.90.240,80,43724,100942,146,UK,None,ALLOW_OUTBOUND_WEB
FW-200167,2026-05-11 14:41:34,FW-DMZ-03,Allow,Outbound,TCP,192.168.4.46,61078,103.200.67.137,8080,12914,69094,280,India,None,ALLOW_OUTBOUND_WEB
FW-202373,2026-05-11 15:14:53,FW-CORE-01,Block,Inbound,SSH,103.193.150.243,21379,192.168.4.215,21,284,0,0,Japan,None,BLOCK_INBOUND_DEFAULT
FW-200181,2026-05-11 15:17:34,FW-DMZ-03,Allow,Outbound,HTTP,192.168.2.144,16228,103.198.98.248,80,23037,13976,94,India,None,ALLOW_OUTBOUND_WEB
FW-202072,2026-05-11 16:51:18,FW-BRANCH-04,Block,Inbound,TCP,45.33.32.156,63170,192.168.3.163,3389,69,125,3,Romania,RDP_BruteForce,ALERT_RDP_BRUTEFORCE
FW-200520,2026-05-11 17:00:57,FW-CORE-01,Allow,Outbound,HTTP,192.168.1.66,38743,103.27.227.219,8080,17443,168610,167,India,None,ALLOW_OUTBOUND_WEB
FW-200548,2026-05-11 17:42:23,FW-EDGE-02,Allow,Outbound,HTTPS,192.168.1.242,57146,103.119.212.21,80,15315,54143,96,Singapore,None,ALLOW_OUTBOUND_WEB
FW-202330,2026-05-11 18:31:23,FW-DMZ-03,Block,Inbound,ICMP,103.177.126.15,55830,192.168.3.219,5432,43,0,0,Germany,None,BLOCK_INBOUND_DEFAULT
FW-200588,2026-05-11 18:50:03,FW-DMZ-03,Allow,Outbound,HTTPS,192.168.1.63,41209,103.60.172.129,443,47830,169700,223,USA,None,ALLOW_OUTBOUND_WEB
FW-200580,2026-05-11 19:08:44,FW-CORE-01,Allow,Outbound,DNS,192.168.1.242,47456,103.57.147.121,443,21739,150134,280,USA,None,ALLOW_OUTBOUND_WEB
FW-202133,2026-05-11 19:20:27,FW-EDGE-02,Block,Inbound,HTTPS,103.50.19.21,42212,192.168.3.73,143,356,0,0,USA,None,BLOCK_INBOUND_DEFAULT
FW-201939,2026-05-11 19:57:56,FW-CORE-01,Block,Inbound,TCP,103.76.228.12,57592,192.168.5.215,3389,211,76,4,Russia,RDP_BruteForce,ALERT_RDP_BRUTEFORCE
FW-201957,2026-05-11 20:18:34,FW-CORE-01,Block,Inbound,TCP,45.33.32.156,34622,192.168.1.51,3389,170,82,4,Russia,RDP_BruteForce,ALERT_RDP_BRUTEFORCE
FW-200225,2026-05-11 20:24:36,FW-BRANCH-04,Allow,Outbound,DNS,192.168.4.204,25663,103.167.121.211,53,16150,148285,248,India,None,ALLOW_OUTBOUND_WEB
FW-201141,2026-05-11 20:32:45,FW-BRANCH-04,Allow,Outbound,HTTP,192.168.2.39,9913,103.57.147.121,53,17538,112166,95,India,None,ALLOW_OUTBOUND_WEB
FW-200287,2026-05-11 20:38:41,FW-BRANCH-04,Allow,Outbound,HTTP,192.168.3.163,46137,103.54.198.215,443,28965,96121,223,Singapore,None,ALLOW_OUTBOUND_WEB
FW-202328,2026-05-11 21:29:56,FW-CORE-01,Block,Inbound,TCP,103.70.114.161,16349,192.168.5.215,53,188,0,0,USA,None,BLOCK_INBOUND_DEFAULT
FW-201740,2026-05-11 22:25:25,FW-EDGE-02,Block,Inbound,TCP,198.199.119.148,36203,192.168.4.129,5432,146,0,0,Romania,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-201096,2026-05-11 22:31:05,FW-BRANCH-04,Allow,Outbound,DNS,192.168.5.48,2537,103.138.250.28,80,47331,166795,91,India,None,ALLOW_OUTBOUND_WEB
FW-201842,2026-05-11 23:49:22,FW-EDGE-02,Block,Inbound,TCP,185.220.101.45,25231,192.168.2.245,445,212,0,0,Russia,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200187,2026-05-12 00:35:39,FW-DMZ-03,Allow,Outbound,DNS,192.168.1.206,57913,103.60.172.129,443,3800,191566,23,UK,None,ALLOW_OUTBOUND_WEB
FW-201146,2026-05-12 00:36:46,FW-EDGE-02,Allow,Outbound,HTTPS,192.168.3.130,5738,103.54.198.215,53,24979,121653,28,India,None,ALLOW_OUTBOUND_WEB
FW-200059,2026-05-12 00:53:33,FW-CORE-01,Allow,Outbound,TCP,192.168.2.76,2735,103.50.19.21,8080,21121,121997,211,India,None,ALLOW_OUTBOUND_WEB
FW-200864,2026-05-12 01:16:51,FW-BRANCH-04,Allow,Outbound,HTTP,192.168.4.247,38790,103.198.98.248,8080,26947,37665,35,UK,None,ALLOW_OUTBOUND_WEB
FW-202369,2026-05-12 01:42:18,FW-EDGE-02,Block,Inbound,ICMP,103.119.212.21,23352,192.168.2.31,8080,234,0,0,Brazil,None,BLOCK_INBOUND_DEFAULT
FW-201849,2026-05-12 02:35:55,FW-BRANCH-04,Block,Inbound,UDP,194.165.16.72,15504,192.168.2.76,3389,334,0,0,Iran,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-201680,2026-05-12 03:15:04,FW-CORE-01,Block,Inbound,TCP,45.33.32.156,31410,192.168.1.63,445,107,0,0,China,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200844,2026-05-12 03:59:34,FW-DMZ-03,Allow,Outbound,DNS,192.168.3.2,56832,103.193.150.243,53,30160,40109,210,India,None,ALLOW_OUTBOUND_WEB
FW-200400,2026-05-12 04:08:10,FW-BRANCH-04,Allow,Outbound,DNS,192.168.2.144,49826,103.119.212.21,80,45912,167501,111,India,None,ALLOW_OUTBOUND_WEB
FW-201140,2026-05-12 05:18:27,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.1.242,39265,103.177.126.15,443,4495,66903,202,India,None,ALLOW_OUTBOUND_WEB
FW-202161,2026-05-12 06:14:27,FW-CORE-01,Block,Inbound,FTP,103.50.19.21,3236,192.168.5.143,8080,337,0,0,Brazil,None,BLOCK_INBOUND_DEFAULT
FW-201879,2026-05-12 06:19:44,FW-DMZ-03,Block,Inbound,UDP,45.33.32.156,56775,192.168.4.204,139,51,0,0,Russia,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-201636,2026-05-12 06:47:06,FW-EDGE-02,Block,Inbound,TCP,194.165.16.72,55434,192.168.3.9,3389,223,0,0,China,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-201138,2026-05-12 07:21:19,FW-CORE-01,Allow,Outbound,HTTP,192.168.5.101,30702,103.23.171.237,80,20016,26464,86,India,None,ALLOW_OUTBOUND_WEB
FW-201780,2026-05-12 07:38:32,FW-DMZ-03,Block,Inbound,UDP,179.43.128.55,35646,192.168.1.51,3306,168,0,0,Romania,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-202190,2026-05-12 08:10:04,FW-DMZ-03,Block,Inbound,FTP,103.119.212.21,39057,192.168.2.123,3389,344,0,0,India,None,BLOCK_INBOUND_DEFAULT
FW-200451,2026-05-12 08:18:42,FW-CORE-01,Allow,Outbound,DNS,192.168.3.130,17290,103.136.15.213,80,49401,4527,48,USA,None,ALLOW_OUTBOUND_WEB
FW-200321,2026-05-12 09:39:01,FW-DMZ-03,Allow,Outbound,TCP,192.168.3.130,52239,103.111.31.66,8080,22229,59282,58,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200571,2026-05-12 10:18:52,FW-BRANCH-04,Allow,Outbound,DNS,192.168.4.46,36419,103.148.183.188,53,13480,18221,115,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200288,2026-05-12 11:42:01,FW-CORE-01,Allow,Outbound,DNS,192.168.5.84,38145,103.138.250.28,8080,44286,134063,88,USA,None,ALLOW_OUTBOUND_WEB
FW-200565,2026-05-12 11:50:08,FW-DMZ-03,Allow,Outbound,TCP,192.168.3.2,5060,103.23.42.43,443,16868,3665,28,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200884,2026-05-12 13:00:24,FW-DMZ-03,Allow,Outbound,DNS,192.168.3.219,42583,103.92.195.254,443,20239,64888,233,India,None,ALLOW_OUTBOUND_WEB
FW-201945,2026-05-12 13:35:31,FW-EDGE-02,Block,Inbound,TCP,179.43.128.55,7079,192.168.3.73,3389,261,153,1,China,RDP_BruteForce,ALERT_RDP_BRUTEFORCE
FW-201666,2026-05-12 14:55:35,FW-DMZ-03,Block,Inbound,UDP,198.199.119.148,8791,192.168.1.66,3389,205,0,0,Russia,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200905,2026-05-12 15:33:00,FW-EDGE-02,Allow,Outbound,HTTP,192.168.3.163,23941,103.130.232.145,53,14428,14876,274,UK,None,ALLOW_OUTBOUND_WEB
FW-201790,2026-05-12 15:51:55,FW-BRANCH-04,Block,Inbound,UDP,45.33.32.156,5560,192.168.1.66,135,466,0,0,Romania,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200724,2026-05-12 16:11:34,FW-DMZ-03,Allow,Outbound,HTTPS,192.168.2.31,29020,103.130.232.145,443,44236,167611,251,UK,None,ALLOW_OUTBOUND_WEB
FW-201851,2026-05-12 17:29:56,FW-BRANCH-04,Block,Inbound,TCP,179.43.128.55,21956,192.168.4.210,445,444,0,0,North Korea,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200054,2026-05-12 18:34:01,FW-DMZ-03,Allow,Outbound,HTTPS,192.168.2.76,42859,103.125.235.91,80,15672,102170,11,India,None,ALLOW_OUTBOUND_WEB
FW-200652,2026-05-12 18:36:35,FW-EDGE-02,Allow,Outbound,DNS,192.168.5.32,42027,103.23.171.237,443,32518,137140,298,India,None,ALLOW_OUTBOUND_WEB
FW-200947,2026-05-12 19:39:28,FW-EDGE-02,Allow,Outbound,DNS,192.168.2.158,47866,103.121.53.58,8080,34537,133210,234,India,None,ALLOW_OUTBOUND_WEB
FW-200918,2026-05-12 19:43:16,FW-DMZ-03,Allow,Outbound,TCP,192.168.2.31,19130,103.104.189.36,80,19212,181748,46,USA,None,ALLOW_OUTBOUND_WEB
FW-200714,2026-05-12 20:23:01,FW-CORE-01,Allow,Outbound,TCP,192.168.1.63,18833,103.120.30.222,53,40429,179554,210,India,None,ALLOW_OUTBOUND_WEB
FW-201838,2026-05-12 20:42:30,FW-CORE-01,Block,Inbound,TCP,103.76.228.12,12470,192.168.5.215,3389,184,0,0,Iran,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200214,2026-05-12 21:27:21,FW-CORE-01,Allow,Outbound,DNS,192.168.1.66,18699,103.191.85.218,443,26639,127082,95,USA,None,ALLOW_OUTBOUND_WEB
FW-201846,2026-05-12 21:37:33,FW-CORE-01,Block,Inbound,TCP,103.76.228.12,33474,192.168.2.144,23,302,0,0,China,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-201955,2026-05-12 21:45:58,FW-EDGE-02,Block,Inbound,TCP,179.43.128.55,22348,192.168.2.76,22,213,22,0,Romania,SSH_BruteForce,ALERT_SSH_BRUTEFORCE
FW-200481,2026-05-12 22:01:56,FW-CORE-01,Allow,Outbound,HTTP,192.168.5.215,10109,103.148.183.188,8080,20024,17513,95,India,None,ALLOW_OUTBOUND_WEB
FW-201168,2026-05-12 22:11:03,FW-BRANCH-04,Allow,Outbound,TCP,192.168.1.85,3169,103.148.183.188,8080,6440,47331,161,Singapore,None,ALLOW_OUTBOUND_WEB
FW-202237,2026-05-12 22:43:26,FW-EDGE-02,Block,Inbound,TCP,103.52.179.144,19758,192.168.1.242,143,349,0,0,India,None,BLOCK_INBOUND_DEFAULT
FW-202198,2026-05-12 22:59:45,FW-DMZ-03,Block,Inbound,DNS,103.70.114.161,63882,192.168.5.101,3389,270,0,0,Germany,None,BLOCK_INBOUND_DEFAULT
FW-201646,2026-05-13 01:43:21,FW-EDGE-02,Block,Inbound,UDP,45.33.32.156,3697,192.168.4.215,5432,397,0,0,China,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200458,2026-05-13 02:44:05,FW-DMZ-03,Allow,Outbound,DNS,192.168.3.144,25064,103.100.250.122,53,11668,77235,222,Singapore,None,ALLOW_OUTBOUND_WEB
FW-202355,2026-05-13 04:08:39,FW-CORE-01,Block,Inbound,HTTPS,103.194.232.7,63575,192.168.3.9,25,438,0,0,Germany,None,BLOCK_INBOUND_DEFAULT
FW-201260,2026-05-13 04:27:06,FW-CORE-01,Block,Inbound,TCP,222.186.175.12,37350,192.168.2.158,109,49,0,0,Russia,Port_Scan,BLOCK_PORTSCAN
FW-201261,2026-05-13 04:27:09,FW-EDGE-02,Block,Inbound,TCP,222.186.175.12,25256,192.168.2.158,152,54,0,0,Russia,Port_Scan,BLOCK_PORTSCAN
FW-201262,2026-05-13 04:27:10,FW-EDGE-02,Block,Inbound,TCP,222.186.175.12,10714,192.168.2.158,758,48,0,0,Russia,Port_Scan,BLOCK_PORTSCAN
FW-201264,2026-05-13 04:27:10,FW-BRANCH-04,Block,Inbound,TCP,222.186.175.12,23340,192.168.2.158,82,50,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201266,2026-05-13 04:27:12,FW-DMZ-03,Block,Inbound,TCP,222.186.175.12,25853,192.168.2.158,147,69,0,0,Romania,Port_Scan,BLOCK_PORTSCAN
FW-201268,2026-05-13 04:27:14,FW-DMZ-03,Block,Inbound,TCP,222.186.175.12,39606,192.168.2.158,695,67,0,0,Romania,Port_Scan,BLOCK_PORTSCAN
FW-201263,2026-05-13 04:27:15,FW-CORE-01,Block,Inbound,TCP,222.186.175.12,36105,192.168.2.158,1021,58,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201269,2026-05-13 04:27:15,FW-BRANCH-04,Block,Inbound,TCP,222.186.175.12,3296,192.168.2.158,607,80,0,0,Romania,Port_Scan,BLOCK_PORTSCAN
FW-201265,2026-05-13 04:27:16,FW-DMZ-03,Block,Inbound,TCP,222.186.175.12,56066,192.168.2.158,755,43,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201271,2026-05-13 04:27:17,FW-DMZ-03,Block,Inbound,TCP,222.186.175.12,52881,192.168.2.158,533,49,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201274,2026-05-13 04:27:20,FW-EDGE-02,Block,Inbound,TCP,222.186.175.12,44485,192.168.2.158,302,73,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201275,2026-05-13 04:27:21,FW-BRANCH-04,Block,Inbound,TCP,222.186.175.12,26846,192.168.2.158,217,43,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201279,2026-05-13 04:27:25,FW-BRANCH-04,Block,Inbound,TCP,222.186.175.12,64502,192.168.2.158,587,44,0,0,Russia,Port_Scan,BLOCK_PORTSCAN
FW-201270,2026-05-13 04:27:26,FW-BRANCH-04,Block,Inbound,TCP,222.186.175.12,17512,192.168.2.158,282,58,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201267,2026-05-13 04:27:27,FW-CORE-01,Block,Inbound,TCP,222.186.175.12,12638,192.168.2.158,10,63,0,0,Romania,Port_Scan,BLOCK_PORTSCAN
FW-201281,2026-05-13 04:27:27,FW-BRANCH-04,Block,Inbound,TCP,222.186.175.12,37454,192.168.2.158,701,72,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201282,2026-05-13 04:27:28,FW-EDGE-02,Block,Inbound,TCP,222.186.175.12,45517,192.168.2.158,1024,55,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201289,2026-05-13 04:27:35,FW-EDGE-02,Block,Inbound,TCP,222.186.175.12,53031,192.168.2.158,820,52,0,0,Romania,Port_Scan,BLOCK_PORTSCAN
FW-201291,2026-05-13 04:27:37,FW-BRANCH-04,Block,Inbound,TCP,222.186.175.12,49459,192.168.2.158,110,53,0,0,Romania,Port_Scan,BLOCK_PORTSCAN
FW-201276,2026-05-13 04:27:38,FW-DMZ-03,Block,Inbound,TCP,222.186.175.12,59105,192.168.2.158,878,47,0,0,Russia,Port_Scan,BLOCK_PORTSCAN
FW-201277,2026-05-13 04:27:40,FW-CORE-01,Block,Inbound,TCP,222.186.175.12,8303,192.168.2.158,174,78,0,0,Romania,Port_Scan,BLOCK_PORTSCAN
FW-201272,2026-05-13 04:27:42,FW-CORE-01,Block,Inbound,TCP,222.186.175.12,55393,192.168.2.158,808,72,0,0,Romania,Port_Scan,BLOCK_PORTSCAN
FW-201278,2026-05-13 04:27:42,FW-BRANCH-04,Block,Inbound,TCP,222.186.175.12,17410,192.168.2.158,318,76,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201273,2026-05-13 04:27:45,FW-CORE-01,Block,Inbound,TCP,222.186.175.12,10790,192.168.2.158,941,80,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201300,2026-05-13 04:27:46,FW-DMZ-03,Block,Inbound,TCP,222.186.175.12,6184,192.168.2.158,155,70,0,0,Romania,Port_Scan,BLOCK_PORTSCAN
FW-201301,2026-05-13 04:27:47,FW-BRANCH-04,Block,Inbound,TCP,222.186.175.12,15560,192.168.2.158,577,47,0,0,Romania,Port_Scan,BLOCK_PORTSCAN
FW-201305,2026-05-13 04:27:51,FW-BRANCH-04,Block,Inbound,TCP,222.186.175.12,10265,192.168.2.158,690,57,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201283,2026-05-13 04:27:52,FW-BRANCH-04,Block,Inbound,TCP,222.186.175.12,58497,192.168.2.158,415,73,0,0,Russia,Port_Scan,BLOCK_PORTSCAN
FW-201307,2026-05-13 04:27:53,FW-EDGE-02,Block,Inbound,TCP,222.186.175.12,12236,192.168.2.158,996,71,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201284,2026-05-13 04:27:54,FW-DMZ-03,Block,Inbound,TCP,222.186.175.12,2394,192.168.2.158,854,66,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201308,2026-05-13 04:27:54,FW-BRANCH-04,Block,Inbound,TCP,222.186.175.12,3243,192.168.2.158,950,43,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201311,2026-05-13 04:27:57,FW-CORE-01,Block,Inbound,TCP,222.186.175.12,63043,192.168.2.158,377,77,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201288,2026-05-13 04:28:02,FW-EDGE-02,Block,Inbound,TCP,222.186.175.12,9024,192.168.2.158,56,62,0,0,Russia,Port_Scan,BLOCK_PORTSCAN
FW-201317,2026-05-13 04:28:03,FW-BRANCH-04,Block,Inbound,TCP,222.186.175.12,15344,192.168.2.158,393,40,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201318,2026-05-13 04:28:04,FW-EDGE-02,Block,Inbound,TCP,222.186.175.12,14054,192.168.2.158,454,52,0,0,Romania,Port_Scan,BLOCK_PORTSCAN
FW-201319,2026-05-13 04:28:05,FW-DMZ-03,Block,Inbound,TCP,222.186.175.12,25077,192.168.2.158,641,43,0,0,Russia,Port_Scan,BLOCK_PORTSCAN
FW-201280,2026-05-13 04:28:06,FW-DMZ-03,Block,Inbound,TCP,222.186.175.12,15386,192.168.2.158,390,43,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201290,2026-05-13 04:28:06,FW-BRANCH-04,Block,Inbound,TCP,222.186.175.12,9689,192.168.2.158,917,40,0,0,Russia,Port_Scan,BLOCK_PORTSCAN
FW-201322,2026-05-13 04:28:08,FW-DMZ-03,Block,Inbound,TCP,222.186.175.12,29709,192.168.2.158,987,78,0,0,Russia,Port_Scan,BLOCK_PORTSCAN
FW-201292,2026-05-13 04:28:10,FW-CORE-01,Block,Inbound,TCP,222.186.175.12,63053,192.168.2.158,1017,44,0,0,Russia,Port_Scan,BLOCK_PORTSCAN
FW-201293,2026-05-13 04:28:12,FW-CORE-01,Block,Inbound,TCP,222.186.175.12,43683,192.168.2.158,903,41,0,0,Russia,Port_Scan,BLOCK_PORTSCAN
FW-201294,2026-05-13 04:28:14,FW-CORE-01,Block,Inbound,TCP,222.186.175.12,37176,192.168.2.158,920,76,0,0,Russia,Port_Scan,BLOCK_PORTSCAN
FW-201331,2026-05-13 04:28:17,FW-BRANCH-04,Block,Inbound,TCP,222.186.175.12,21032,192.168.2.158,237,64,0,0,Russia,Port_Scan,BLOCK_PORTSCAN
FW-201296,2026-05-13 04:28:18,FW-BRANCH-04,Block,Inbound,TCP,222.186.175.12,15912,192.168.2.158,721,64,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201332,2026-05-13 04:28:18,FW-CORE-01,Block,Inbound,TCP,222.186.175.12,64882,192.168.2.158,825,80,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201285,2026-05-13 04:28:21,FW-EDGE-02,Block,Inbound,TCP,222.186.175.12,11634,192.168.2.158,972,48,0,0,Romania,Port_Scan,BLOCK_PORTSCAN
FW-201298,2026-05-13 04:28:22,FW-DMZ-03,Block,Inbound,TCP,222.186.175.12,23926,192.168.2.158,754,51,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201337,2026-05-13 04:28:23,FW-DMZ-03,Block,Inbound,TCP,222.186.175.12,16926,192.168.2.158,224,48,0,0,Romania,Port_Scan,BLOCK_PORTSCAN
FW-201286,2026-05-13 04:28:24,FW-CORE-01,Block,Inbound,TCP,222.186.175.12,40433,192.168.2.158,225,64,0,0,China,Port_Scan,BLOCK_PORTSCAN
FW-201299,2026-05-13 04:28:24,FW-CORE-01,Block,Inbound,TCP,222.186.175.12,18122,192.168.2.158,660,56,0,0,Russia,Port_Scan,BLOCK_PORTSCAN
FW-201287,2026-05-13 04:28:27,FW-EDGE-02,Block,Inbound,TCP,222.186.175.12,36121,192.168.2.158,397,49,0,0,Romania,Port_Scan,BLOCK_PORTSCAN
